Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Silvan Widmer,ch SUI,WB,31-291,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,1,0,2,0,,0,0,0,0,2,0,1,0,1,100.0,30.06.2026
Silvan Widmer,ch SUI,WB,31-228,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,4,0,0.0,0.0,0.0,1,4,1,0,0,5,5,5,0,1,0,1,0,,0,0,0,0,3,0,0,0,0,,30.06.2026
Silvan Widmer,ch SUI,WB,31-194,"Sunday September 15, 2024",0,0,0.0,0.0,0.0,0.0,1,14,14,14,1,1,0,0,4,2,0.0,0.0,0.0,2,13,1,0,1,12,12,12,0,0,0,11,0,,0,0,0,0,13,7,1,1,0,,30.06.2026
Marnon Busch,de GER,AM,30-077,"Sunday February 23, 2025",0,1,0.0,0.0,0.0,0.0,0,5,5,5,1,1,0,0,1,1,0.0,0.0,0.0,0,3,2,0,1,2,2,2,0,1,0,5,1,,0,0,0,0,3,0,0,1,1,100.0,30.06.2027
Marnon Busch,de GER,RB,30-007,"Sunday December 15, 2024",0,1,0.0,0.0,0.0,0.0,0,13,13,13,0,0,0,0,5,1,0.0,0.0,0.3,2,9,4,0,1,8,8,8,0,1,0,7,1,0.0,1,0,1,0,8,0,0,1,0,,30.06.2027
Marnon Busch,de GER,CB,30-098,"Sunday March 16, 2025",0,1,0.1,0.1,0.0,0.0,0,38,38,38,4,4,1,1,8,8,0.0,0.0,0.0,2,30,8,0,1,23,23,23,0,5,2,6,0,50.0,1,1,1,0,17,0,0,1,1,100.0,30.06.2027
Mikkel Kaufmann,dk DEN,"RW,FW",23-347,"Sunday December 15, 2024",0,0,0.0,0.0,0.0,0.0,1,9,9,9,0,0,1,1,1,1,0.0,0.0,0.0,0,8,1,0,0,5,5,5,0,0,0,5,2,100.0,0,2,1,1,12,5,4,0,3,100.0,30.06.2028
Marnon Busch,de GER,LB,30-038,"Wednesday January 15, 2025",0,0,0.0,0.0,0.0,0.0,3,64,64,64,6,6,0,0,20,10,0.0,0.0,0.0,3,47,16,0,4,46,46,46,1,4,0,11,0,,0,2,0,0,34,3,0,4,1,50.0,30.06.2027
Mikkel Kaufmann,dk DEN,FW,23-254,"Friday September 13, 2024",0,0,0.0,0.0,0.1,0.1,2,3,3,3,1,1,0,0,1,0,0.1,0.1,0.0,0,3,0,0,0,2,2,2,0,1,0,5,2,,0,0,1,0,8,3,0,0,1,100.0,30.06.2028
Marnon Busch,de GER,CB,29-288,"Saturday September 21, 2024",0,0,0.0,0.0,0.1,0.1,2,37,37,37,1,1,0,0,18,3,0.1,0.1,0.0,2,36,1,0,3,28,28,28,0,2,0,2,0,0.0,1,1,1,0,32,3,0,3,1,100.0,30.06.2027
Silvan Widmer,ch SUI,WB,31-234,"Friday October 25, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,1,50.0,30.06.2026
Marnon Busch,de GER,CM,30-118,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,1,30,30,30,3,3,0,0,12,1,0.0,0.0,0.0,2,27,3,0,3,22,22,22,0,1,0,13,0,,0,2,1,0,20,5,0,3,1,50.0,30.06.2027
Marnon Busch,de GER,RB,30-041,"Saturday January 18, 2025",0,0,0.0,0.0,0.0,0.0,0,92,92,92,8,8,0,0,39,7,0.0,0.0,0.1,7,75,16,0,3,68,68,68,1,9,1,18,0,,0,1,1,0,66,6,0,3,2,50.0,30.06.2027
Florian Muller,de GER,GK,27-143,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,45,45,45,0,0,0,0,21,12,0.0,0.0,0.0,3,36,9,0,0,38,38,38,0,1,0,0,0,,0,0,0,0,25,0,0,0,0,,-
Silvan Widmer,ch SUI,WB,31-271,"Sunday December 1, 2024",0,0,0.0,0.0,0.0,0.0,0,9,9,9,0,0,0,0,0,2,0.0,0.0,0.0,0,5,4,0,0,8,8,8,0,1,0,7,0,,0,0,1,1,5,0,0,0,0,,30.06.2026
Silvan Widmer,ch SUI,WB,31-348,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2026
Silvan Widmer,ch SUI,WB,32-025,"Sunday March 30, 2025",0,1,0.0,0.0,0.0,0.0,2,28,28,28,1,1,0,0,10,2,0.0,0.0,0.0,0,24,4,0,0,21,21,21,0,1,0,12,2,0.0,2,0,0,1,16,3,0,0,0,,30.06.2026
Florian Muller,de GER,GK,27-137,"Sunday March 30, 2025",0,0,0.0,0.0,0.0,0.0,0,11,11,11,0,0,0,0,6,3,0.0,0.0,0.0,0,10,1,0,0,10,10,10,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,,-
Silvan Widmer,ch SUI,WB,31-278,"Sunday December 8, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,0,0,0,0,3,1,0.0,0.0,0.0,0,7,3,0,1,5,5,5,0,1,0,6,1,,0,0,0,0,7,2,1,1,0,0.0,30.06.2026
Marnon Busch,de GER,WB,30-111,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,1,44,44,44,1,1,0,0,13,3,0.0,0.0,0.0,2,34,10,0,4,27,27,27,0,0,0,18,0,,0,0,0,0,27,3,0,4,0,,30.06.2027
Marnon Busch,de GER,RB,29-316,"Saturday October 19, 2024",0,2,0.0,0.0,0.1,0.1,2,39,39,39,4,4,0,0,14,6,0.1,0.1,0.0,2,28,10,0,3,27,27,27,1,6,1,10,0,,0,3,2,0,23,2,1,3,0,0.0,30.06.2027
Mikkel Kaufmann,dk DEN,AM,23-290,"Saturday October 19, 2024",0,1,0.2,0.2,0.0,0.0,2,5,5,5,2,2,0,0,0,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,0,0,6,2,,0,0,0,0,4,1,0,0,2,40.0,30.06.2028
Silvan Widmer,ch SUI,WB,31-354,"Saturday February 22, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,2,0,0.0,0.0,0.0,0,3,1,0,0,2,2,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2026
Marnon Busch,de GER,"RM,RB",29-359,"Sunday December 1, 2024",0,0,0.0,0.0,0.1,0.1,3,58,58,58,3,3,1,1,21,6,0.1,0.1,0.1,3,47,11,1,4,41,41,41,0,2,0,15,2,100.0,0,2,1,0,33,4,2,4,0,,30.06.2027
Silvan Widmer,ch SUI,"RB,WB",31-207,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,2,38,38,38,1,1,0,0,6,4,0.0,0.0,0.0,1,27,11,0,1,28,28,28,0,1,0,12,0,,0,2,2,0,25,1,0,1,1,50.0,30.06.2026
Marnon Busch,de GER,"RB,RW",30-153,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,2,4,0,0,3,3,3,0,0,0,4,0,,0,0,0,0,2,0,1,0,0,,30.06.2027
Florian Muller,de GER,GK,26-285,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,31,31,31,0,0,0,0,9,4,0.0,0.0,0.0,0,23,7,0,0,16,16,16,1,0,0,0,0,,0,0,0,0,16,0,0,0,0,,-
Silvan Widmer,ch SUI,WB,32-066,"Saturday May 10, 2025",0,1,0.2,0.2,0.0,0.0,1,9,9,9,0,0,0,0,3,0,0.0,0.0,0.0,0,6,2,0,0,7,7,7,1,3,0,4,2,,0,0,0,0,6,0,0,0,0,,30.06.2026
Florian Muller,de GER,GK,27-172,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,0,36,36,36,0,0,0,0,3,7,0.0,0.0,0.0,0,20,16,0,0,11,11,11,0,0,0,0,0,,0,0,0,0,15,0,0,0,0,,-
Silvan Widmer,ch SUI,CB,32-060,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,1,48,48,48,6,6,0,0,12,8,0.0,0.0,0.0,5,44,4,0,3,33,33,33,0,4,0,15,1,,0,0,1,0,32,3,0,3,1,33.3,30.06.2026
Silvan Widmer,ch SUI,WB,32-073,"Saturday May 17, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,,30.06.2026
Karol Mets,ee EST,CB,31-155,"Friday October 18, 2024",0,0,0.0,0.0,0.0,0.0,1,37,37,37,1,1,0,0,15,1,0.0,0.0,0.0,1,36,1,0,0,30,30,30,0,6,0,3,0,,0,0,1,0,31,0,0,0,2,50.0,30.06.2026
Karol Mets,ee EST,CB,31-142,"Saturday October 5, 2024",0,0,0.0,0.0,0.2,0.2,3,106,106,106,17,17,0,0,61,8,0.2,0.2,0.3,17,102,4,0,2,94,94,94,0,3,0,9,2,,0,4,1,0,82,1,1,2,5,83.3,30.06.2026
Karol Mets,ee EST,CB,31-170,"Saturday November 2, 2024",0,0,0.0,0.0,0.0,0.0,0,31,31,31,3,3,0,0,13,5,0.0,0.0,0.0,3,30,1,0,0,26,26,26,0,10,0,3,0,,0,1,1,0,21,0,0,0,3,75.0,30.06.2026
Karol Mets,ee EST,CB,31-135,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,1,29,29,29,1,1,0,0,15,3,0.0,0.0,0.0,1,27,2,0,0,23,23,23,0,6,0,0,0,,0,0,0,0,21,0,1,0,2,50.0,30.06.2026
Karol Mets,ee EST,CB,31-177,"Saturday November 9, 2024",0,1,0.1,0.1,0.0,0.0,0,44,44,44,2,2,0,0,17,5,0.0,0.0,0.0,1,38,6,0,0,37,37,37,0,3,0,2,2,,0,0,0,0,35,0,1,0,0,,30.06.2026
Karol Mets,ee EST,CB,31-163,"Saturday October 26, 2024",0,1,0.1,0.1,0.0,0.0,2,81,81,81,5,5,0,0,36,4,0.0,0.0,0.0,5,69,12,0,1,65,65,65,0,5,0,5,1,,0,1,0,0,50,0,0,1,4,80.0,30.06.2026
Karol Mets,ee EST,CB,31-101,"Sunday August 25, 2024",0,0,0.0,0.0,0.0,0.0,0,90,90,90,4,4,0,0,43,13,0.0,0.0,0.0,3,86,4,0,0,75,75,75,0,8,0,2,0,,0,0,0,0,67,0,0,0,3,75.0,30.06.2026
Karol Mets,ee EST,CB,31-122,"Sunday September 15, 2024",0,0,0.0,0.0,0.0,0.0,0,73,73,73,6,6,0,0,36,5,0.0,0.0,0.0,5,67,6,0,0,62,62,62,0,8,0,1,1,,0,0,1,0,53,0,2,0,2,50.0,30.06.2026
Karol Mets,ee EST,CB,31-106,"Friday August 30, 2024",0,0,0.0,0.0,0.0,0.0,0,92,92,92,8,8,0,0,50,5,0.0,0.0,0.0,5,90,2,0,0,82,82,82,0,3,0,5,1,0.0,1,0,0,0,75,1,2,0,1,100.0,30.06.2026
Karol Mets,ee EST,CB,31-129,"Sunday September 22, 2024",0,1,0.0,0.0,0.0,0.0,2,48,48,48,7,7,0,0,16,4,0.0,0.0,0.0,8,44,3,0,0,32,32,32,1,8,0,2,1,,0,0,0,0,31,0,0,0,2,100.0,30.06.2026
Jonas Fohrenbach,de GER,LW,28-239,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,1,40,40,40,4,4,0,0,16,4,0.0,0.0,0.0,2,32,8,0,1,30,30,30,0,1,0,2,0,0.0,1,0,2,0,24,1,1,1,1,100.0,30.06.2027
Maximilian Breunig,de GER,RW,24-164,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,30.06.2027
Danny da Costa,de GER,CB,31-237,"Friday March 7, 2025",0,0,0.0,0.0,0.0,0.0,0,49,49,49,4,4,0,0,16,2,0.0,0.0,0.0,4,47,2,0,0,45,45,45,0,5,1,5,0,,0,1,1,0,39,1,0,0,1,50.0,30.06.2026
Maxim Leitsch,de GER,CB,26-160,"Friday October 25, 2024",0,2,0.7,0.7,0.2,0.2,2,46,46,46,3,3,0,0,21,2,0.2,0.2,0.0,5,46,0,0,0,36,36,36,0,5,0,6,4,,0,2,1,0,34,0,2,0,4,44.4,30.06.2026
Nikolas Veratschnig,at AUT,CB,22-106,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,0,2,0,0.0,1,0,0,0,0,0,0,0,0,,30.06.2028
Lukas Kubler,de GER,"RB,RW",32-050,"Saturday October 19, 2024",0,2,0.1,0.1,0.0,0.0,2,63,63,63,5,5,0,0,16,4,0.0,0.0,0.0,7,54,9,0,3,48,48,48,0,2,0,19,0,,0,1,2,0,47,4,1,3,4,100.0,-
Jeffrey Gouweleeuw,nl NED,CB,33-298,"Sunday May 4, 2025",0,1,0.0,0.0,0.3,0.3,3,99,99,99,15,15,0,0,50,16,0.3,0.3,0.4,15,95,2,0,1,85,85,85,2,0,0,12,4,,0,1,4,0,80,3,0,1,2,40.0,30.06.2026
Jonas Fohrenbach,de GER,LB,28-231,"Friday September 13, 2024",0,2,0.1,0.1,0.0,0.0,1,44,44,44,1,1,0,0,12,4,0.0,0.0,0.0,1,33,11,0,6,32,32,32,0,3,0,12,2,,0,1,0,0,28,4,1,6,1,25.0,30.06.2027
Hauke Wahl,de GER,CB,30-356,"Sunday April 6, 2025",0,1,0.0,0.0,0.0,0.0,2,69,69,69,13,13,0,0,33,0,0.0,0.0,0.0,7,67,2,0,0,61,61,61,0,1,0,7,2,,0,0,1,1,50,0,0,0,4,66.7,-
Luca Kerber,de GER,DM,22-321,"Saturday January 25, 2025",0,0,0.0,0.0,0.3,0.3,3,21,21,21,3,3,0,0,6,2,0.3,0.3,0.2,2,21,0,0,1,14,14,14,0,0,0,7,0,0.0,0,0,1,1,15,1,0,1,0,,30.06.2027
Maximilian Breunig,de GER,AM,24-030,"Friday September 13, 2024",1,0,0.8,0.0,0.0,0.0,0,6,6,6,1,1,0,0,1,1,0.0,0.0,0.0,1,6,0,0,0,2,2,2,0,1,0,6,3,,0,0,3,0,9,1,0,0,1,50.0,30.06.2027
Sirlord Conteh,de GER,RW,28-066,"Friday September 13, 2024",0,0,0.0,0.0,0.0,0.0,1,17,17,17,2,2,0,0,4,2,0.0,0.0,0.0,1,16,1,0,4,9,9,9,0,0,0,11,3,,0,0,1,0,13,5,0,4,0,,30.06.2027
Jonas Fohrenbach,de GER,"LM,LB",28-310,"Sunday December 1, 2024",0,0,0.0,0.0,0.0,0.0,1,43,43,43,2,2,0,0,16,4,0.0,0.0,0.0,3,32,11,0,4,31,31,31,0,2,0,11,1,,0,0,2,0,23,3,0,4,1,33.3,30.06.2027
Sirlord Conteh,de GER,"RM,RW",28-145,"Sunday December 1, 2024",0,0,0.0,0.0,0.0,0.0,1,9,9,9,0,0,0,0,1,0,0.0,0.0,0.0,0,8,0,0,1,5,5,5,1,0,0,7,0,,0,1,2,0,7,2,1,1,0,0.0,30.06.2027
Danel Sinani,lu LUX,AM,28-001,"Sunday April 6, 2025",0,6,0.3,0.3,0.1,0.1,10,50,50,50,5,5,1,1,10,3,0.1,0.1,0.1,3,37,13,0,10,31,31,31,0,0,0,36,4,100.0,0,1,3,2,41,10,0,10,0,0.0,-
Leonardo Bittencourt,de GER,CM,31-107,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,2,0,0.0,0.0,0.0,0,4,0,0,0,3,3,3,0,0,0,2,0,,0,0,1,0,3,0,1,0,0,,30.06.2026
Jonas Fohrenbach,de GER,LB,28-351,"Saturday January 11, 2025",0,1,0.0,0.0,0.0,0.0,0,76,76,76,4,4,0,0,30,6,0.0,0.0,0.2,4,68,8,0,6,61,61,61,0,1,0,27,3,0.0,2,0,1,1,62,9,0,6,1,100.0,30.06.2027
Hauke Wahl,de GER,CB,30-166,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,1,21,21,21,2,2,0,0,5,1,0.0,0.0,0.0,2,21,0,0,0,15,15,15,0,2,0,0,0,,0,0,0,0,12,0,0,0,1,33.3,-
Hauke Wahl,de GER,CB,30-236,"Saturday December 7, 2024",0,0,0.0,0.0,0.0,0.0,1,50,50,50,3,3,0,0,26,2,0.0,0.0,0.0,2,47,3,0,1,42,42,42,0,2,0,6,1,,0,1,0,0,41,0,1,1,1,100.0,-
Danel Sinani,lu LUX,FW,28-042,"Saturday May 17, 2025",0,2,0.1,0.1,0.4,0.4,4,42,42,42,3,3,1,1,15,3,0.4,0.4,0.3,4,32,10,0,6,34,34,34,0,0,0,27,3,50.0,1,3,0,0,29,4,0,6,0,,-
Danel Sinani,lu LUX,CM,27-246,"Saturday December 7, 2024",0,1,0.0,0.0,0.2,0.2,3,9,9,9,3,3,0,0,2,0,0.2,0.2,0.2,2,9,0,1,0,6,6,6,0,1,0,5,0,0.0,1,0,0,0,8,2,0,0,0,,-
Lukas Kubler,de GER,RB,32-218,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,1,65,65,65,5,5,0,0,21,2,0.0,0.0,0.1,6,55,9,0,3,49,49,49,1,6,0,23,2,0.0,1,2,0,2,46,3,2,3,6,75.0,-
Lukas Kubler,de GER,RB,32-247,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,0,8,8,8,0,0,0,0,1,0,0.0,0.0,0.0,1,5,3,0,0,3,3,3,0,2,0,1,0,,0,1,0,0,2,0,1,0,1,50.0,-
Leonardo Bittencourt,de GER,CM,30-306,"Sunday October 20, 2024",0,2,0.1,0.1,0.0,0.0,1,71,71,71,6,6,0,0,23,0,0.0,0.0,0.1,3,70,1,0,1,61,61,61,0,3,0,8,0,,0,1,1,0,66,2,1,1,1,33.3,30.06.2026
Danny da Costa,de GER,CB,31-182,"Saturday January 11, 2025",0,0,0.0,0.0,0.0,0.0,2,54,54,54,3,3,0,0,26,5,0.0,0.0,0.1,3,53,0,0,0,42,42,42,1,5,0,3,0,,0,1,1,0,41,0,0,0,1,25.0,30.06.2026
Danel Sinani,lu LUX,FW,27-281,"Saturday January 11, 2025",0,3,0.1,0.1,0.0,0.0,5,29,29,29,5,5,1,1,8,3,0.0,0.0,0.1,2,25,3,0,2,21,21,21,1,1,0,18,2,50.0,1,0,3,0,26,1,1,2,0,0.0,-
Hauke Wahl,de GER,CB,30-271,"Saturday January 11, 2025",0,2,0.2,0.2,0.0,0.0,1,45,45,45,5,5,0,0,19,1,0.0,0.0,0.0,2,45,0,0,0,40,40,40,0,4,0,5,2,,0,2,0,0,34,0,0,0,2,66.7,-
Hauke Wahl,de GER,CB,31-032,"Saturday May 17, 2025",0,1,0.1,0.1,0.0,0.0,0,79,79,79,5,5,0,0,47,2,0.0,0.0,0.0,7,74,5,0,0,72,72,72,0,1,0,1,1,,0,0,0,1,61,0,0,0,1,50.0,-
Sirlord Conteh,de GER,"RW,LW",28-186,"Saturday January 11, 2025",0,1,0.1,0.1,0.1,0.1,4,25,25,25,5,5,0,0,9,3,0.1,0.1,0.1,2,25,0,0,1,20,20,20,0,1,0,14,4,,0,2,0,0,25,8,0,1,1,50.0,30.06.2027
Leonardo Bittencourt,de GER,CM,30-354,"Saturday December 7, 2024",0,0,0.0,0.0,0.0,0.0,0,15,15,15,0,0,0,0,1,0,0.0,0.0,0.0,2,14,1,0,1,10,10,10,0,1,0,5,0,0.0,1,0,0,0,9,0,0,1,0,,30.06.2026
Leonardo Bittencourt,de GER,CM,31-079,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,2,4,4,4,1,1,0,0,2,0,0.0,0.0,0.0,1,4,0,0,0,3,3,3,0,1,0,2,0,,0,0,0,0,4,0,1,0,0,0.0,30.06.2026
Julian Niehues,de GER,DM,23-353,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,30.06.2027
Luca Kerber,de GER,DM,22-307,"Saturday January 11, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,1,1,0,0,2,1,0.0,0.0,0.0,0,6,0,0,0,5,5,5,0,0,0,1,0,,0,0,0,0,5,1,0,0,0,0.0,30.06.2027
Sirlord Conteh,de GER,"RM,RW",28-270,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,1,1,1,0,0.0,0.0,0.0,0,5,1,0,0,4,4,4,0,0,0,3,0,50.0,1,1,2,0,8,2,3,0,1,50.0,30.06.2027
Luca Kerber,de GER,"CB,DM",23-026,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,1,8,8,8,0,0,0,0,3,0,0.0,0.0,0.0,1,7,1,0,0,6,6,6,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,,30.06.2027
Jeffrey Gouweleeuw,nl NED,CB,33-199,"Saturday January 25, 2025",0,0,0.0,0.0,0.1,0.1,1,82,82,82,10,10,1,1,40,9,0.1,0.1,0.1,9,79,3,0,2,77,77,77,0,4,0,6,1,50.0,1,1,1,0,73,0,0,2,2,66.7,30.06.2026
Tiago Cardoso,lu LUX,GK,18-364,"Sunday April 6, 2025",0,0,0.0,0.0,0.0,0.0,0,45,45,45,0,0,0,0,20,7,0.0,0.0,0.0,0,37,8,0,0,35,35,35,0,2,0,0,0,,0,0,0,0,19,0,0,0,3,100.0,-
Maximilian Breunig,de GER,FW,24-038,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,18,18,18,2,2,0,0,7,1,0.0,0.0,0.0,1,17,1,0,0,12,12,12,0,1,0,6,0,,0,1,2,0,14,3,1,0,1,20.0,30.06.2027
Maximilian Breunig,de GER,FW,24-109,"Sunday December 1, 2024",0,2,0.1,0.1,0.0,0.0,2,3,3,3,0,0,1,1,2,0,0.0,0.0,0.0,0,1,2,0,0,2,2,2,0,0,0,6,1,100.0,0,0,1,0,4,1,0,0,0,0.0,30.06.2027
Sirlord Conteh,de GER,DM,28-200,"Saturday January 25, 2025",0,0,0.0,0.0,0.2,0.2,1,8,8,8,0,0,0,0,2,0,0.2,0.2,0.1,0,8,0,0,0,4,4,4,0,0,0,5,2,0.0,1,0,0,1,8,4,1,0,0,0.0,30.06.2027
Danny da Costa,de GER,CB,31-141,"Sunday December 1, 2024",0,1,0.0,0.0,0.0,0.0,1,44,44,44,5,5,0,0,12,7,0.0,0.0,0.0,6,42,2,0,0,32,32,32,0,5,0,3,0,,0,0,0,1,17,0,0,0,1,100.0,30.06.2026
Jeffrey Gouweleeuw,nl NED,CB,33-186,"Sunday January 12, 2025",0,0,0.0,0.0,0.0,0.0,0,57,57,57,4,4,0,0,26,4,0.0,0.0,0.0,8,51,6,0,1,45,45,45,0,6,0,3,1,,0,0,0,0,36,1,1,1,0,,30.06.2026
Lukas Kubler,de GER,RB,32-225,"Saturday April 12, 2025",0,2,0.1,0.1,0.3,0.3,3,47,47,47,2,2,0,0,13,1,0.3,0.3,0.1,1,37,9,0,1,40,40,40,1,2,0,17,3,,0,0,0,0,30,4,1,1,3,100.0,-
Danny da Costa,de GER,CB,31-301,"Saturday May 10, 2025",0,1,0.0,0.0,0.0,0.0,1,34,34,34,3,3,0,0,10,1,0.0,0.0,0.0,3,31,3,0,1,23,23,23,0,6,0,7,0,,0,2,2,1,19,1,3,1,1,50.0,30.06.2026
Hauke Wahl,de GER,CB,30-320,"Saturday March 1, 2025",0,1,0.1,0.1,0.0,0.0,0,56,56,56,3,3,0,0,31,6,0.0,0.0,0.0,5,51,5,0,0,53,53,53,0,2,0,5,1,,0,0,0,1,36,0,3,0,1,25.0,-
Yusuf Kabadayı,de GER,FW,20-239,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0,1,1,1,0,4,1,0,0,0,,30.06.2028
Jeffrey Gouweleeuw,nl NED,CB,33-053,"Sunday September 1, 2024",0,1,0.0,0.0,0.0,0.0,3,77,77,77,16,16,0,0,53,9,0.0,0.0,0.1,11,77,0,0,0,69,69,69,0,1,0,4,0,0.0,1,3,0,0,72,0,1,0,0,,30.06.2026
Jeffrey Gouweleeuw,nl NED,CB,33-276,"Saturday April 12, 2025",0,1,0.0,0.0,0.0,0.0,0,53,53,53,2,2,0,0,18,4,0.0,0.0,0.0,1,49,4,0,0,37,37,37,0,6,0,6,2,,0,1,0,0,40,0,1,0,2,50.0,30.06.2026
Jeffrey Gouweleeuw,nl NED,CB,33-108,"Saturday October 26, 2024",0,1,0.0,0.0,0.0,0.0,1,14,14,14,1,1,0,0,1,4,0.0,0.0,0.0,2,10,3,0,0,8,8,8,1,3,0,3,1,,0,3,1,1,7,0,3,0,4,100.0,30.06.2026
Lukas Kubler,de GER,RB,32-092,"Saturday November 30, 2024",0,1,0.0,0.0,0.0,0.0,0,46,46,46,1,1,0,0,21,4,0.0,0.0,0.0,2,34,12,0,1,43,43,43,0,3,1,8,0,,0,1,0,0,34,1,0,1,1,100.0,-
Lukas Kubler,de GER,RB,32-253,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,1,1,0,0,1,0,0.0,0.0,0.0,0,1,1,0,0,1,1,1,0,1,0,1,0,,0,0,0,0,0,0,1,0,1,100.0,-
Danel Sinani,lu LUX,RW,27-330,"Saturday March 1, 2025",0,1,0.0,0.0,0.0,0.0,1,4,4,4,1,1,0,0,2,0,0.0,0.0,0.0,0,2,2,0,0,4,4,4,0,0,0,5,1,,0,0,1,0,4,0,0,0,0,0.0,-
Danel Sinani,lu LUX,FW,28-007,"Saturday April 12, 2025",1,2,0.3,0.3,0.1,0.1,3,31,31,31,2,2,1,1,6,3,0.1,0.1,0.1,3,24,5,0,4,19,19,19,2,0,0,14,2,33.3,1,1,2,0,25,2,1,4,0,0.0,-
Hauke Wahl,de GER,CB,30-362,"Saturday April 12, 2025",0,1,0.1,0.1,0.0,0.0,1,49,49,49,3,3,0,0,25,3,0.0,0.0,0.0,1,49,0,0,0,44,44,44,0,9,0,2,1,,0,0,0,0,43,0,1,0,0,0.0,-
Tiago Cardoso,lu LUX,GK,18-328,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,39,39,39,0,0,0,0,15,7,0.0,0.0,0.0,0,30,9,0,0,32,32,32,0,0,1,0,0,,0,0,0,0,24,0,0,0,1,100.0,-
