Jugador,Nacionalidad,Posicion,Edad,Goles,Tiros Totales,xG,npxG,xAG,xAG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Moritz Nicolas,de GER,GK,27-117,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1588,1588,1588,1588,1588,1588,1588,1588,1588,0,0,0,0,0,0,0,0,730,338,0.0,0.0,0.0,0.0,0.0,8,1386,202,0,0,1338,1338,1338,1338,1338,1338,1338,1338,1338,0,16,2,0,0,0.0,0,0,0,0,1016,0,0,0,14,1200.0,30.06.2029
Myron Boadu,nl NED,FW,24-123,18,54,15.2,13.6,2.0,2.0,2.0,2.0,60,390,390,390,390,390,390,390,390,390,36,36,36,36,22,22,22,22,144,16,2.0,2.0,2.0,2.0,2.5999999999999996,14,366,24,0,6,278,278,278,278,278,278,278,278,278,0,8,0,300,92,1060.0,24,18,60,30,418,140,22,6,38,1344.2,30.06.2026
Nadiem Amiri,de GER,CM,28-202,14,120,10.8,7.6,13.0,13.0,13.0,13.0,238,3562,3562,3562,3562,3562,3562,3562,3562,3562,408,408,408,408,64,64,64,64,1092,358,13.0,13.0,13.0,13.0,18.400000000000002,346,3016,518,20,332,2742,2742,2742,2742,2742,2742,2742,2742,2742,28,60,4,1208,98,2450.0,62,86,84,54,2614,128,88,332,32,1900.0,30.06.2028
Nathan Tella,ng NGA,"WB,RW",25-316,4,56,6.0,6.0,3.0,3.0,3.0,3.0,64,686,686,686,686,686,686,686,686,686,44,44,44,44,38,38,38,38,148,16,3.0,3.0,3.0,3.0,2.6,30,664,16,4,50,512,512,512,512,512,512,512,512,512,6,20,0,580,134,1117.6,50,26,78,32,778,260,44,50,22,1046.6,30.06.2028
Nathaniel Brown,de GER,"WB,LW",21-335,6,26,4.4,4.4,10.0,10.0,10.0,10.0,128,1802,1802,1802,1802,1802,1802,1802,1802,1802,126,126,126,126,22,22,22,22,446,94,10.0,10.0,10.0,10.0,8.8,70,1426,362,4,184,1454,1454,1454,1454,1454,1454,1454,1454,1454,14,110,2,778,100,1166.6,34,62,60,24,1316,238,30,184,10,516.6,30.06.2030
Nediljko Labrovic,hr CRO,GK,25-072,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1008,1008,1008,1008,1008,1008,1008,1008,1008,0,0,0,0,0,0,0,0,354,238,0.0,0.0,0.0,0.0,0.2,20,722,282,0,0,708,708,708,708,708,708,708,708,708,4,24,2,0,0,0.0,0,0,0,0,476,0,0,0,12,1100.0,30.06.2029
Nelson Weiper,de GER,FW,20-061,6,44,7.8,7.8,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,32,346,346,346,346,346,346,346,346,346,26,26,26,26,20,20,20,20,54,14,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,1.2,24,320,24,0,12,232,232,232,232,232,232,232,232,232,2,10,2,328,100,1083.2,22,12,108,22,426,124,38,12,68,1649.8,30.06.2026
Nick Woltemade,de GER,FW,23-092,24,92,20.2,16.0,9.0,9.0,9.0,9.0,158,978,978,978,978,978,978,978,978,978,104,104,104,104,62,62,62,62,158,16,9.0,9.0,9.0,9.0,6.2,62,954,18,10,12,690,690,690,690,690,690,690,690,690,6,30,2,810,318,2157.8,74,56,168,100,1246,282,48,12,94,2405.6,30.06.2028
Nico Elvedi,ch SUI,CB,28-229,2,24,4.2,4.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,32,3044,3044,3044,3044,3044,3044,3044,3044,3044,110,110,110,110,0,0,0,0,1248,140,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,104,2798,240,6,2,2800,2800,2800,2800,2800,2800,2800,2800,2800,6,326,0,96,34,0.0,0,24,12,2,2304,10,18,2,92,2598.8,30.06.2027
Nico Schlotterbeck,de GER,CB,25-119,0,34,2.4000000000000004,2.4000000000000004,3.8,3.8,3.8,3.8,100,4160,4160,4160,4160,4160,4160,4160,4160,4160,390,390,390,390,28,28,28,28,1950,380,3.8,3.8,3.8,3.8,3.6,452,3882,272,6,28,3712,3712,3712,3712,3712,3712,3712,3712,3712,6,158,2,300,42,1833.4,10,60,24,20,3348,28,36,28,104,2580.2,30.06.2027
Nicolai Remberg,de GER,CM,24-332,0,48,2.6,2.6,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,60,1940,1940,1940,1940,1940,1940,1940,1940,1940,160,160,160,160,14,14,14,14,736,170,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.6,146,1902,34,4,16,1512,1512,1512,1512,1512,1512,1512,1512,1512,4,200,0,294,52,800.0,26,38,44,36,1486,62,86,16,172,3448.0,30.06.2028
Nicolas Hofler,de GER,RM,35-062,0,8,0.4,0.4,0.0,0.0,0.0,0.0,26,752,752,752,752,752,752,752,752,752,60,60,60,60,8,8,8,8,316,20,0.0,0.0,0.0,0.0,0.4,62,740,8,0,2,650,650,650,650,650,650,650,650,650,4,56,2,136,8,800.0,0,6,20,20,534,6,24,2,56,2091.2,-
Nicolas Seiwald,at AUT,CB,24-013,0,10,0.4,0.4,3.6,3.6,3.6,3.6,98,2696,2696,2696,2696,2696,2696,2696,2696,2696,280,280,280,280,8,8,8,8,962,168,3.6,3.6,3.6,3.6,4.8,246,2544,140,16,92,2230,2230,2230,2230,2230,2230,2230,2230,2230,12,152,4,452,16,600.0,12,40,18,16,2050,60,54,92,48,2070.0,30.06.2028
Niels Nkounkou,fr FRA,WB,24-184,0,8,0.2,0.2,2.4,2.4,2.4,2.4,32,470,470,470,470,470,470,470,470,470,30,30,30,30,14,14,14,14,120,32,2.4,2.4,2.4,2.4,2.2,22,398,68,2,46,324,324,324,324,324,324,324,324,324,4,30,0,154,16,666.6,14,28,14,8,350,42,10,46,6,600.0,30.06.2028
Niklas Dorsch,de GER,CM,27-122,4,18,1.8,1.8,2.2,2.2,2.2,2.2,72,1426,1426,1426,1426,1426,1426,1426,1426,1426,116,116,116,116,14,14,14,14,512,164,2.2,2.2,2.2,2.2,3.6,94,1242,180,2,76,1190,1190,1190,1190,1190,1190,1190,1190,1190,4,34,4,310,16,700.0,14,22,32,26,1020,42,30,76,14,933.4,30.06.2028
Niklas Stark,de GER,CB,30-033,0,24,2.0,2.0,0.2,0.2,0.2,0.2,22,2566,2566,2566,2566,2566,2566,2566,2566,2566,124,124,124,124,2,2,2,2,1262,202,0.2,0.2,0.2,0.2,0.0,132,2456,108,0,6,2196,2196,2196,2196,2196,2196,2196,2196,2196,2,258,2,98,28,200.0,0,6,14,0,2006,6,60,6,96,3022.6,-
Niklas Sule,de GER,CB,29-256,0,18,1.2000000000000002,1.2000000000000002,0.2,0.2,0.2,0.2,30,1876,1876,1876,1876,1876,1876,1876,1876,1876,94,94,94,94,6,6,6,6,824,122,0.2,0.2,0.2,0.2,0.4,148,1790,82,0,2,1740,1740,1740,1740,1740,1740,1740,1740,1740,4,92,2,150,18,233.4,8,24,6,0,1596,20,10,2,24,1120.0,30.06.2026
Niklas Sule,de GER,CB,29-256,0,18,1.2000000000000002,1.2000000000000002,0.2,0.2,0.2,0.2,30,1876,1876,1876,1876,1876,1876,1876,1876,1876,94,94,94,94,6,6,6,6,824,122,0.2,0.2,0.2,0.2,0.4,148,1790,82,0,2,1740,1740,1740,1740,1740,1740,1740,1740,1740,4,92,2,150,18,233.4,8,24,6,0,1596,20,10,2,24,1120.0,30.06.2027
Niklas Sule,de GER,CB,29-256,0,18,1.2000000000000002,1.2000000000000002,0.2,0.2,0.2,0.2,30,1876,1876,1876,1876,1876,1876,1876,1876,1876,94,94,94,94,6,6,6,6,824,122,0.2,0.2,0.2,0.2,0.4,148,1790,82,0,2,1740,1740,1740,1740,1740,1740,1740,1740,1740,4,92,2,150,18,233.4,8,24,6,0,1596,20,10,2,24,1120.0,-
Nikola Vasilj,ba BIH,GK,29-166,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2808,2808,2808,2808,2808,2808,2808,2808,2808,0,0,0,0,2,2,2,2,1114,546,0.0,0.0,0.0,0.0,0.0,80,2336,466,0,0,2066,2066,2066,2066,2066,2066,2066,2066,2066,6,44,6,0,0,200.0,0,0,0,0,1840,0,2,0,18,1600.0,-
Nikolas Nartey,dk DEN,CM,25-084,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0,8,8,8,8,8,8,8,8,8,0,8,0,4,0,0.0,0,0,0,0,4,0,0,0,2,200.0,30.06.2026
Nikolas Veratschnig,at AUT,WB,22-113,0,14,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,18,292,292,292,292,292,292,292,292,292,14,14,14,14,4,4,4,4,92,14,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,14,230,62,0,14,212,212,212,212,212,212,212,212,212,0,16,0,188,36,200.0,14,6,14,6,204,60,18,14,4,250.0,30.06.2028
Nnamdi Collins,de GER,CB,21-127,2,10,1.5999999999999999,1.5999999999999999,1.8,1.8,1.8,1.8,18,1776,1776,1776,1776,1776,1776,1776,1776,1776,126,126,126,126,24,24,24,24,730,76,1.8,1.8,1.8,1.8,2.0,106,1622,154,0,34,1532,1532,1532,1532,1532,1532,1532,1532,1532,0,148,6,318,38,866.4,36,42,34,22,1380,84,52,34,26,1416.8,30.06.2030
Noah Atubolu,de GER,GK,22-357,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,2280,2280,2280,2280,2280,2280,2280,2280,2280,4,4,4,4,0,0,0,0,902,524,0.0,0.0,0.0,0.0,0.0,54,1904,372,0,0,1698,1698,1698,1698,1698,1698,1698,1698,1698,4,26,8,0,0,0.0,0,0,0,0,1360,0,0,0,20,1600.0,-
Noah Weißhaupt,de GER,LW,23-239,2,38,4.2,4.2,3.6,3.6,3.6,3.6,92,826,826,826,826,826,826,826,826,826,78,78,78,78,28,28,28,28,152,72,3.6,3.6,3.6,3.6,4.0,42,744,76,2,160,526,526,526,526,526,526,526,526,526,6,18,2,602,96,1283.4,38,68,80,22,814,208,22,160,30,1400.0,-
Noahkai Banks,us USA,RB,18-104,0,2,0.2,0.2,0.0,0.0,0.0,0.0,2,336,336,336,336,336,336,336,336,336,16,16,16,16,0,0,0,0,170,32,0.0,0.0,0.0,0.0,0.0,10,314,22,0,4,312,312,312,312,312,312,312,312,312,0,56,0,28,4,0.0,2,10,4,2,258,6,4,4,16,470.0,30.06.2029
Nordi Mukiele,fr FRA,CB,27-147,2,14,2.6,2.6,1.8,1.8,1.8,1.8,30,1214,1214,1214,1214,1214,1214,1214,1214,1214,72,72,72,72,18,18,18,18,336,44,1.8,1.8,1.8,1.8,1.6,88,1054,158,0,26,976,976,976,976,976,976,976,976,976,2,74,4,282,44,633.4,14,28,20,6,882,56,12,26,32,1083.2,30.06.2029
Oladapo Afolayan,eng ENG,LW,27-094,6,76,6.2,6.2,7.6,7.6,7.6,7.6,104,922,922,922,922,922,922,922,922,922,64,64,64,64,96,96,96,96,258,70,7.6,7.6,7.6,7.6,7.2,46,868,44,2,106,640,640,640,640,640,640,640,640,640,10,40,0,730,124,2413.2,86,86,126,90,1110,216,42,106,38,1226.6,30.06.2026
Oliver Baumann,de GER,GK,34-349,0,0,0.0,0.0,2.0,2.0,2.0,2.0,20,2124,2124,2124,2124,2124,2124,2124,2124,2124,2,2,2,2,2,2,2,2,724,488,2.0,2.0,2.0,2.0,1.2,78,1688,430,6,0,1468,1468,1468,1468,1468,1468,1468,1468,1468,6,30,4,0,0,200.0,0,0,0,0,1148,0,0,0,16,1400.0,30.06.2028
Oliver Burke,sct SCO,FW,28-033,10,70,7.8,7.8,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,66,598,598,598,598,598,598,598,598,598,30,30,30,30,14,14,14,14,54,12,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,2.2,10,584,10,0,40,358,358,358,358,358,358,358,358,358,4,12,0,482,158,800.0,10,24,76,26,658,176,24,40,80,3178.4,30.06.2029
Olivier Deman,be BEL,WB,24-259,0,0,0.0,0.0,0.2,0.2,0.2,0.2,2,116,116,116,116,116,116,116,116,116,8,8,8,8,0,0,0,0,42,6,0.2,0.2,0.2,0.2,0.2,6,90,26,0,12,76,76,76,76,76,76,76,76,76,0,8,0,38,4,0.0,2,0,0,0,62,2,2,12,8,600.0,30.06.2028
Omar Marmoush,eg EGY,FW,25-342,30,150,17.4,14.4,12.2,12.2,12.2,12.2,182,860,860,860,860,860,860,860,860,860,100,100,100,100,92,92,92,92,174,78,12.2,12.2,12.2,12.2,8.0,60,664,190,10,156,600,600,600,600,600,600,600,600,600,6,4,0,842,218,1793.6,92,106,132,74,966,250,16,156,14,600.0,30.06.2029
Omar Traore,de GER,"RB,WB",27-102,0,32,0.6000000000000001,0.6000000000000001,3.2,3.2,3.2,3.2,108,2798,2798,2798,2798,2798,2798,2798,2798,2798,234,234,234,234,50,50,50,50,764,198,3.2,3.2,3.2,3.2,6.4,202,2302,494,0,214,1978,1978,1978,1978,1978,1978,1978,1978,1978,2,132,0,896,42,2030.0,62,106,80,44,1988,230,46,214,30,1263.8,30.06.2026
Oscar Højlund,dk DEN,CM,20-133,2,12,1.8,1.8,2.0,2.0,2.0,2.0,34,816,816,816,816,816,816,816,816,816,98,98,98,98,16,16,16,16,274,26,2.0,2.0,2.0,2.0,0.4,60,796,20,0,2,718,718,718,718,718,718,718,718,718,0,22,2,166,22,1200.0,6,16,36,22,676,18,24,2,14,657.2,30.06.2029
Pascal Groß,de GER,"CM,AM",33-330,0,54,4.8,4.8,10.2,10.2,10.2,10.2,192,3940,3940,3940,3940,3940,3940,3940,3940,3940,356,356,356,356,6,6,6,6,1292,302,10.2,10.2,10.2,10.2,12.4,240,3472,456,6,348,3178,3178,3178,3178,3178,3178,3178,3178,3178,12,60,2,1250,100,500.0,12,86,44,18,3020,244,36,348,48,2013.2,30.06.2026
Pascal Stenzel,de GER,RB,29-052,0,16,1.0,1.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,26,436,436,436,436,436,436,436,436,436,24,24,24,24,0,0,0,0,160,50,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.8,18,354,82,0,50,362,362,362,362,362,362,362,362,362,0,12,0,154,12,0.0,0,10,4,0,292,32,8,50,6,200.0,30.06.2026
Patrick Drewes,de GER,GK,32-005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1720,1720,1720,1720,1720,1720,1720,1720,1720,0,0,0,0,0,0,0,0,458,534,0.0,0.0,0.0,0.0,0.0,14,1196,520,0,0,1130,1130,1130,1130,1130,1130,1130,1130,1130,4,22,2,0,0,0.0,0,0,0,0,850,0,2,0,6,400.0,30.06.2027
Patrick Mainka,de GER,CB,30-192,2,50,3.6,3.6,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,56,3338,3338,3338,3338,3338,3338,3338,3338,3338,204,204,204,204,12,12,12,12,1668,290,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,176,3262,66,2,8,2850,2850,2850,2850,2850,2850,2850,2850,2850,10,412,0,246,86,800.0,6,42,32,16,2514,24,34,8,218,4485.8,30.06.2027
Patrick Osterhage,de GER,CM,25-098,2,42,3.2,3.2,2.4,2.4,2.4,2.4,82,2050,2050,2050,2050,2050,2050,2050,2050,2050,146,146,146,146,22,22,22,22,640,84,2.4,2.4,2.4,2.4,4.0,142,2010,36,0,40,1716,1716,1716,1716,1716,1716,1716,1716,1716,4,74,0,522,70,1016.6,24,36,52,40,1600,100,50,40,62,2153.4,-
Patrick Wimmer,at AUT,RW,23-352,6,82,7.2,7.2,6.0,6.0,6.0,6.0,142,1300,1300,1300,1300,1300,1300,1300,1300,1300,182,182,182,182,74,74,74,74,304,96,6.0,6.0,6.0,6.0,6.6000000000000005,110,1182,114,14,84,854,854,854,854,854,854,854,854,854,4,30,4,740,126,2391.4,58,88,86,54,1064,150,72,84,72,2450.0,30.06.2027
Patrik Schick,cz CZE,FW,29-113,42,136,25.0,23.4,1.0,1.0,1.0,1.0,68,736,736,736,736,736,736,736,736,736,42,42,42,42,20,20,20,20,150,6,1.0,1.0,1.0,1.0,1.4000000000000001,22,706,28,0,2,574,574,574,574,574,574,574,574,574,2,34,2,574,216,1383.2,28,4,86,60,904,214,48,2,90,2756.0,30.06.2030
Paul Nebel,de GER,AM,22-219,20,88,11.2,11.2,7.8,7.8,7.8,7.8,168,2334,2334,2334,2334,2334,2334,2334,2334,2334,182,182,182,182,50,50,50,50,556,126,7.8,7.8,7.8,7.8,11.2,76,2230,98,24,222,1706,1706,1706,1706,1706,1706,1706,1706,1706,6,60,4,1434,146,1673.2,72,90,134,86,2158,438,74,222,34,1465.0,30.06.2027
Peter Gulacsi,hu HUN,GK,35-011,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1808,1808,1808,1808,1808,1808,1808,1808,1808,0,0,0,0,0,0,0,0,786,390,0.0,0.0,0.0,0.0,0.0,8,1320,482,0,0,1484,1484,1484,1484,1484,1484,1484,1484,1484,6,32,8,0,0,0.0,0,0,2,0,850,0,0,0,22,1400.0,30.06.2026
Philipp Lienhart,at AUT,CB,28-310,2,16,0.6000000000000001,0.6000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,52,4506,4506,4506,4506,4506,4506,4506,4506,4506,276,276,276,276,8,8,8,8,2138,398,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,296,4178,312,0,18,3886,3886,3886,3886,3886,3886,3886,3886,3886,16,248,6,248,38,800.0,10,38,20,4,3424,18,44,18,114,3080.6,-
Philipp Sander,de GER,LM,27-085,2,36,2.4000000000000004,2.4000000000000004,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,56,1508,1508,1508,1508,1508,1508,1508,1508,1508,120,120,120,120,22,22,22,22,498,62,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.8,100,1442,64,8,44,1220,1220,1220,1220,1220,1220,1220,1220,1220,2,88,6,302,34,1133.4,12,30,32,14,1150,58,32,44,64,2675.0,30.06.2028
Philipp Treu,de GER,"LM,RM",24-165,0,38,2.0,2.0,4.8,4.8,4.8,4.8,138,3064,3064,3064,3064,3064,3064,3064,3064,3064,210,210,210,210,26,26,26,26,938,124,4.8,4.8,4.8,4.8,4.6,124,2426,626,2,120,2450,2450,2450,2450,2450,2450,2450,2450,2450,12,174,4,1060,92,1566.8,38,84,68,24,1958,234,40,120,42,2266.6,-
Phillip Tietz,de GER,FW,27-312,14,102,11.8,10.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,96,962,962,962,962,962,962,962,962,962,58,58,58,58,30,30,30,30,178,16,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.2,36,930,30,2,2,600,600,600,600,600,600,600,600,600,2,52,2,640,178,1966.6,30,24,92,34,1004,226,72,2,156,2944.2,30.06.2027
Phillipp Mwene,at AUT,WB,31-108,2,42,2.8000000000000003,2.8000000000000003,3.4,3.4,3.4,3.4,126,2544,2544,2544,2544,2544,2544,2544,2544,2544,212,212,212,212,44,44,44,44,808,142,3.4,3.4,3.4,3.4,7.4,136,2062,468,4,170,1908,1908,1908,1908,1908,1908,1908,1908,1908,14,102,2,1172,98,1703.4,50,98,94,52,1786,288,48,170,40,1600.2,30.06.2026
Piero Hincapie,ec ECU,"LB,CB",23-128,4,44,5.6000000000000005,5.6000000000000005,6.4,6.4,6.4,6.4,70,4220,4220,4220,4220,4220,4220,4220,4220,4220,304,304,304,304,10,10,10,10,1642,232,6.4,6.4,6.4,6.4,6.6,320,3888,318,4,74,3710,3710,3710,3710,3710,3710,3710,3710,3710,14,228,2,700,96,416.6,20,96,38,10,3410,144,52,74,130,3529.0,30.06.2029
Ramon Hendriks,nl NED,CB,23-303,0,10,1.2000000000000002,1.2000000000000002,2.0,2.0,2.0,2.0,26,1376,1376,1376,1376,1376,1376,1376,1376,1376,72,72,72,72,10,10,10,10,468,72,2.0,2.0,2.0,2.0,3.0,86,1208,168,0,24,1152,1152,1152,1152,1152,1152,1152,1152,1152,0,126,0,172,22,433.4,8,10,12,8,998,44,24,24,58,2093.2,30.06.2028
Ramy Bensebaini,dz ALG,CB,30-031,2,40,2.8000000000000003,2.8000000000000003,6.4,6.4,6.4,6.4,78,2956,2956,2956,2956,2956,2956,2956,2956,2956,256,256,256,256,10,10,10,10,1156,178,6.4,6.4,6.4,6.4,4.2,232,2566,388,8,72,2546,2546,2546,2546,2546,2546,2546,2546,2546,2,172,2,698,72,800.0,22,64,32,12,2188,116,56,72,82,2803.4,30.06.2027
Rani Khedira,de GER,CM,31-110,2,28,2.8000000000000003,2.8000000000000003,1.0,1.0,1.0,1.0,66,1900,1900,1900,1900,1900,1900,1900,1900,1900,160,160,160,160,10,10,10,10,456,62,1.0,1.0,1.0,1.0,0.8,132,1832,46,2,44,1400,1400,1400,1400,1400,1400,1400,1400,1400,22,110,0,414,60,800.0,12,20,48,20,1234,68,90,44,84,2906.6,30.06.2026
Raphael Guerreiro,pt POR,LB,31-146,8,42,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,108,2718,2718,2718,2718,2718,2718,2718,2718,2718,170,170,170,170,20,20,20,20,708,52,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,9.4,154,2470,236,16,54,2412,2412,2412,2412,2412,2412,2412,2412,2412,12,38,2,1108,110,1300.0,18,80,32,30,2234,252,18,54,16,866.8,30.06.2026
Rasmus Kristensen,dk DEN,"WB,RM",27-310,10,48,5.0,5.0,6.0,6.0,6.0,6.0,120,3252,3252,3252,3252,3252,3252,3252,3252,3252,344,344,344,344,44,44,44,44,978,182,6.0,6.0,6.0,6.0,9.4,268,2802,438,4,118,2526,2526,2526,2526,2526,2526,2526,2526,2526,12,194,2,1018,122,2299.8,48,72,74,30,2436,324,48,118,88,3226.4,30.06.2029
Ridle Baku,de GER,AM,27-039,8,70,5.4,5.4,5.6,5.6,5.6,5.6,122,2304,2304,2304,2304,2304,2304,2304,2304,2304,170,170,170,170,50,50,50,50,700,122,5.6,5.6,5.6,5.6,6.2,134,2028,268,16,142,1722,1722,1722,1722,1722,1722,1722,1722,1722,8,120,0,1058,132,2236.6,32,52,82,48,1788,350,52,142,30,1359.8,30.06.2027
Ritsu Doan,jp JPN,RM,26-335,20,122,13.2,13.2,7.2,7.2,7.2,7.2,222,2180,2180,2180,2180,2180,2180,2180,2180,2180,260,260,260,260,112,112,112,112,562,108,7.2,7.2,7.2,7.2,11.6,140,2128,46,24,160,1566,1566,1566,1566,1566,1566,1566,1566,1566,6,94,2,1358,216,3205.0,118,108,116,124,2062,356,54,160,32,1566.6,30.06.2030
Robert Andrich,de GER,DM,30-237,4,42,2.2,2.2,0.2,0.2,0.2,0.2,66,1956,1956,1956,1956,1956,1956,1956,1956,1956,130,130,130,130,4,4,4,4,672,112,0.2,0.2,0.2,0.2,1.8,130,1904,48,4,24,1730,1730,1730,1730,1730,1730,1730,1730,1730,4,46,0,440,40,400.0,2,28,14,2,1584,34,58,24,42,2283.2,30.06.2028
Robert Skov,dk DEN,LB,28-271,4,32,3.2,1.6,4.8,4.8,4.8,4.8,74,926,926,926,926,926,926,926,926,926,72,72,72,72,10,10,10,10,222,80,4.8,4.8,4.8,4.8,6.800000000000001,36,706,214,4,122,610,610,610,610,610,610,610,610,610,6,18,0,400,46,466.6,22,22,42,6,582,90,28,122,18,1000.0,-
Robin Gosens,de GER,WB,30-050,0,2,0.0,0.0,0.2,0.2,0.2,0.2,10,84,84,84,84,84,84,84,84,84,8,8,8,8,0,0,0,0,18,2,0.2,0.2,0.2,0.2,0.2,6,64,18,0,2,46,46,46,46,46,46,46,46,46,2,4,0,38,2,0.0,0,4,4,0,52,10,10,2,14,127.2,30.06.2028
Robin Hack,de GER,LW,26-263,8,118,11.0,11.0,7.4,7.4,7.4,7.4,150,1796,1796,1796,1796,1796,1796,1796,1796,1796,190,190,190,190,50,50,50,50,420,120,7.4,7.4,7.4,7.4,7.0,104,1668,118,24,122,1368,1368,1368,1368,1368,1368,1368,1368,1368,10,56,0,862,168,2573.2,66,92,130,88,1618,282,38,122,38,1926.6,30.06.2029
Robin Hranac,cz CZE,CB,25-004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,294,294,294,294,294,294,294,294,294,8,8,8,8,0,0,0,0,148,20,0.0,0.0,0.0,0.0,0.0,16,290,4,0,0,254,254,254,254,254,254,254,254,254,0,18,2,6,2,0.0,0,4,2,0,236,0,10,0,10,296.6,30.06.2028
Robin Koch,de GER,CB,28-304,6,30,3.6,3.6,0.4,0.4,0.4,0.4,42,3598,3598,3598,3598,3598,3598,3598,3598,3598,186,186,186,186,2,2,2,2,1822,268,0.4,0.4,0.4,0.4,0.4,196,3380,214,0,2,3262,3262,3262,3262,3262,3262,3262,3262,3262,4,394,8,120,58,200.0,4,12,24,6,2794,8,48,2,204,3993.2,30.06.2030
Robin Zentner,de GER,GK,30-201,0,2,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,16,2328,2328,2328,2328,2328,2328,2328,2328,2328,4,4,4,4,0,0,0,0,644,534,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,104,1786,526,0,0,1464,1464,1464,1464,1464,1464,1464,1464,1464,16,62,8,2,2,0.0,0,0,4,0,1328,0,2,0,16,1600.0,30.06.2028
Rocco Reitz,de GER,"RM,DM",22-353,4,46,3.4000000000000004,3.4000000000000004,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,90,1756,1756,1756,1756,1756,1756,1756,1756,1756,182,182,182,182,34,34,34,34,544,140,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,4.2,138,1690,58,20,44,1368,1368,1368,1368,1368,1368,1368,1368,1368,8,118,4,368,74,1726.6,34,26,50,46,1452,60,40,44,36,1583.4,30.06.2028
Romano Schmid,at AUT,CM,25-110,10,94,8.4,6.8,12.4,12.4,12.4,12.4,302,3326,3326,3326,3326,3326,3326,3326,3326,3326,558,558,558,558,90,90,90,90,878,222,12.4,12.4,12.4,12.4,17.6,340,3148,144,40,290,2478,2478,2478,2478,2478,2478,2478,2478,2478,34,18,4,1664,208,3072.6,90,152,150,110,3004,402,56,290,46,1870.0,30.06.2026
